scenario N1 N2 N3 N4 N5 t1 N6 t2 N7 t3 N8 t4 Nanc
1 4783398 6761870 3446617 623987 102559 1057 595783 2029 915289 18369 401094 356952 1358848
1 7394776 6874551 720549 529952 590589 170 141991 288 114963 1369 178737 161351 1727736
1 783187 48152 33624 999198 5295925 1031 638104 14190 1165987 178459 241649 387789 861252
1 2118749 6134069 65896 9665203 149503 1644 332663 6013 37641 6667 231460 202715 2467019
1 1679225 4381498 738074 42100 7520763 374 59386 470 63519 2309 64962 69143 1051480
1 618131 2843411 36258 734238 4559142 469 152205 5765 1912138 30238 581316 716337 236764
1 808798 788898 122036 78240 3389653 4670 207731 23333 2226249 71472 492683 308650 701045
1 723917 2467363 305078 2706820 76681 213 1767906 297 67820 642 34814 17770 70551
1 983366 5002236 5381975 22845 130013 400 35358 839 142625 3663 106929 86369 167394
1 4383987 1635828 4268199 13990 146293 232 44595 419 69055 4247 159969 119787 827335
1 1450153 72438 4472151 927573 4772123 170 71325 2516 554607 3352 112175 122825 591287
1 1022918 246821 9882215 1913424 92354 153 14586 283 80129 1101 112785 55225 336808
1 1671954 9864485 1660211 355104 3033872 153 30291 1119 1813720 3604 225652 135584 795068
1 2867926 12037 20955 603344 572368 751 1175756 2576 4157641 3428 10811 15292 4335846
1 2727995 811716 91285 3491041 92016 288 72326 565 2171565 1132 524156 430910 2436846
1 1392062 248378 3089801 181532 4545270 557 2637576 983 208861 15160 10655 20073 363336
1 72220 16224 348108 557064 5374248 218 1614649 774 907042 11716 65249 53747 103411
1 2106232 110839 531842 239566 2066892 256 92059 4945 59998 7827 118014 71801 1549175
1 3709897 288738 70430 7337268 4767185 230 8726126 256 3394404 84511 66832 183048 3085598
1 537222 595057 126141 1064300 859114 652 410553 7004 3111591 85781 200886 302760 1362976
1 203928 72269 31225 367927 129499 151 637667 1148 59022 2842 83370 32357 147948
1 2436333 163018 309815 19591 207347 3121 187208 4103 150566 8307 453970 442296 516413
1 1055808 85522 53006 1635030 325260 213 15412 851 1694775 12007 102701 123544 7501396
1 777442 623239 2027992 2639522 179378 298 99114 484 11649 571 312313 187341 232672
1 585379 588791 40650 322658 1402930 219 14189 396 971879 54291 68031 112954 2070750
1 1329190 25317 13586 77261 3952963 368 2160301 427 29020 1517 32566 11944 48566
1 6246022 32827 3220771 304499 159490 347 395190 5238 8036829 15156 232220 360186 2089531
1 621114 446256 1049151 867514 1228599 4407 89473 8892 4666010 26473 85099 128215 8556521
1 928478 37510 3419057 7554756 688121 169 6988562 1779 99637 3307 10109 7132 48198
1 110485 361791 19214 66192 3171408 678 2007228 1927 491125 6073 27839 39016 424142
1 4124173 23826 8312911 55899 8121244 1879 438930 5846 6576988 10166 19630 27304 363824
1 305104 21276 16822 2236043 9086858 244 2522057 3702 31664 6159 866423 273800 234948
1 63103 1599340 105565 30707 5156147 329 36540 1344 1532308 4873 11785 14604 198253
1 128500 10022 1316689 39445 11428 419 41144 775 634959 2267 93052 133973 76528
1 4982014 74297 6355781 1303854 99342 1047 4518845 2009 307189 13697 955017 548821 4421870
1 521221 362696 105285 773042 266811 1177 9460976 4366 4523562 49693 473674 319131 798663
1 1622372 302249 39368 6059903 399755 153 806427 325 72689 531 103502 53610 290976
1 295595 143867 13091 4217099 795111 433 448319 4361 12432 4401 12054 12442 297226
1 8756101 11629 4446396 7440912 3251734 400 2564992 2392 1221961 83230 16630 93039 3093406
1 3150938 5567333 76344 212498 9046581 560 1309270 2376 154881 20781 37721 42997 495167
1 393577 4694203 6206014 35224 579816 946 1764331 10945 72059 15213 300205 144656 253334
1 410249 586547 307351 520639 701764 207 380341 235 5466331 468 270700 383567 142118
1 8302134 5911370 255263 8106199 118921 169 2832880 626 28184 2341 26940 24244 311597
1 329412 36028 450752 21247 87562 401 1075666 1262 13768 2182 68586 97507 310500
1 7220889 124133 200438 418655 241899 154 643562 1924 170228 7218 166481 79836 1047665
1 1920467 192657 367429 1025682 2688462 163 2849168 3925 105685 16588 398325 204449 386490
1 1319337 16569 49355 18161 234367 1557 277737 1626 375191 13795 2217804 576909 1161566
1 324517 1219560 1677469 1302214 883066 226 679009 1541 317236 6945 235060 119663 253467
1 5970063 158733 29201 157235 2259477 813 224082 2395 1504229 49579 277446 140090 694117
1 1066397 524307 8670879 2344579 748508 209 106718 916 79076 4488 39391 48948 1353251
1 1767507 42920 8217971 262276 38229 322 740169 7505 53651 8310 1301869 402627 722012
1 240289 939229 1596357 624625 1793381 199 3122135 216 3997633 1307 56623 29016 52556
1 5864284 13990 1614715 14623 321449 156 11953 342 141093 2303 43138 41849 1407712
1 1616635 4806920 218031 404774 5014388 208 1504169 1713 52664 5328 12209 16284 91897
1 105759 27349 225213 844638 9349896 285 3005984 1274 669328 2291 13920 15340 214684
1 8186023 4808478 130979 2124119 459277 2773 1498092 3330 7168544 14547 145669 106532 5717125
1 1068376 3070267 222289 209882 296812 431 80199 993 11439 1331 249238 286003 430424
1 7518773 11581 11532 144742 309304 244 233688 539 290049 1218 73587 58576 4639506
1 8353024 5582291 1782153 3303743 556656 690 10610 1331 162260 30719 15893 41795 1317495
1 6886646 156744 1127740 3906538 40309 166 281962 341 3263903 856 127503 76906 1183772
1 1173140 308870 1335614 120715 82770 403 535282 587 929284 2016 55728 34862 128566
1 214997 101457 88138 43721 141034 178 14494 355 739687 1222 232627 148428 105375
1 391287 94950 3006138 20095 3638146 562 156987 1449 350285 80059 62153 130097 768066
1 147818 63624 183394 6184548 65336 235 4537000 704 1709395 2429 12730 14059 440874
1 571576 1644695 87366 34284 1747092 169 39468 308 2610574 2810 20121 15588 57152
1 2394833 313724 491022 141257 2253097 6380 2046467 14158 300109 52872 480342 230964 718830
1 639380 7577161 17016 16203 1640090 154 99758 232 237749 15412 195119 130034 238360
1 4226773 15551 1922826 241653 358795 549 2463435 5749 53231 9612 15677 23780 426576
1 438753 421621 25222 64394 556030 4444 4559523 16321 849842 78486 58001 138366 1517646
1 483004 45294 5444994 10161 19472 865 343483 872 100367 1371 75390 102545 186093
1 1455001 179815 236565 80430 216077 1724 40712 9641 150062 19809 115762 103344 1312250
1 1195835 1017674 275610 278077 4773963 4740 2061810 33230 5083283 47212 242804 136246 551198
1 545003 2157187 3153045 1335141 32359 225 28507 567 796073 3962 15572 12222 173199
1 476034 20579 216985 636241 612318 480 642636 790 467017 13500 150679 144745 98550
1 1174645 1834687 28989 54510 271651 450 68987 1567 103063 2283 12431 12452 1781766
1 247521 9552468 77712 166460 45036 338 1938778 469 3681784 3666 74844 132900 183372
1 1254351 1694570 3916444 515051 72601 362 7183182 497 600408 4835 103494 45706 175197
1 841626 49966 3187943 19734 140073 440 165449 842 72002 8977 109455 55939 320227
1 980198 3753670 140550 492817 266648 226 22757 394 45066 5824 800299 740093 941728
1 7212973 23651 669870 78783 27480 713 1114105 900 122194 3115 14799 10114 40600
1 325642 2397572 3187477 12823 144147 761 81273 2112 548828 5438 451598 474595 327911
1 505393 3847553 6373430 16340 5222621 257 8509103 293 872341 396 377417 585896 63195
1 879165 166986 157572 774394 3201117 3011 21290 4772 944096 16359 20869 35779 542815
1 5300522 511549 1806968 32908 3838806 359 460618 13129 35565 17552 88044 115610 6016781
1 1051429 10516 271059 597154 757319 471 4317490 2392 13098 2584 16677 18516 1989863
1 7625566 9318554 4416639 24587 14258 151 1499642 344 4585496 399 12276 7324 109492
1 1538880 10690 1032944 1433411 5908961 351 47857 1980 88780 2926 196443 315073 2919473
1 7697011 46834 635446 5927223 8164044 329 4753335 4643 9336201 29760 530543 206523 743275
1 6409698 24467 392150 19740 321374 276 4883751 813 377629 1834 528315 272221 4475614
1 7734984 2193313 175941 125821 1818326 384 4127014 1705 1977914 3312 11050 15272 2701482
1 1694836 3961916 464320 11008 1730378 328 978375 6048 3020852 11596 398260 531819 674528
1 1515918 1683448 3891615 284013 1782337 301 1507833 707 34763 859 791098 469395 2898996
1 562099 3580330 6075224 16676 1922845 335 6119892 688 680560 4300 239603 104501 576229
1 1244986 75714 2318359 245059 103640 5804 2656310 13543 76278 24083 221424 158424 295676
1 6016776 42514 1936923 79991 195847 2120 342657 3338 510014 14551 330710 154831 502224
1 6992290 39837 29888 248384 818099 2810 1162479 3968 3531409 71511 435841 233759 968250
1 1084439 257202 1838522 606365 1340493 1906 1580270 3154 195944 28160 141213 243622 1784868
1 802097 336693 664837 4574286 154957 2018 3700906 3627 33041 5876 19339 21105 165436
1 109568 543358 13565 4015877 51696 266 97794 1405 440487 2877 10926 11742 75891
1 3044981 320108 149201 6384738 72059 1652 1756316 1753 1146802 10137 573463 268323 773940
1 703917 21275 7062595 212638 5496370 156 68864 607 905857 1001 311489 472143 795010
1 1414814 460286 289652 2096165 5328513 509 15960 529 9016619 43114 98545 160141 1306069
1 1128198 14666 3138159 423066 315188 262 99370 302 1463400 10833 475597 388362 287347
1 6947019 42786 13878 38085 73250 392 545191 492 197293 1946 18882 24999 8632962
1 649889 45276 9633503 1260038 1465634 264 23786 2495 803965 7061 49947 61301 191491
1 3081117 14240 310513 738839 48193 672 4626651 1469 1896990 2138 186487 62469 197941
1 555426 15250 358648 729002 242795 742 50142 777 131188 886 32400 27767 1723687
1 752702 35566 26796 2532343 852163 239 5237413 306 6705584 10341 53417 59135 4012092
1 2980708 6202820 40800 2476888 5015141 280 7994468 2240 144608 10749 258587 174573 5960872
1 3772378 21906 4810507 2521589 176221 219 1217085 534 282602 599 156294 80359 851119
1 3302542 19548 497988 1988596 2110173 181 25165 4237 1668223 9933 19764 28636 396351
1 5024009 5628370 25258 450893 2724361 658 27641 4484 740407 28893 55152 56050 516377
1 833477 4644169 158343 22984 162144 429 87947 791 183078 4053 119145 59777 227827
1 132480 84091 65794 1107701 599633 2286 66510 6146 265368 7860 41413 67740 83096
1 3277382 2705570 4357615 26003 41053 308 18855 1443 1589667 3142 371321 167839 914498
1 4315761 175821 2507128 5593123 805356 191 1153166 329 25788 1130 11232 8146 1867517
1 8520056 251383 64176 365744 5827030 591 181938 40847 8479257 75475 122259 226069 2756647
1 91657 646066 131584 1027204 371691 397 3935110 815 412113 2140 12429 12039 22796
1 476601 238862 123755 354003 244683 681 15468 887 565332 4896 742766 611989 995851
1 76395 24394 322351 1463107 7919794 573 321630 1136 51795 4177 22147 25754 93069
1 678250 25100 2775015 40165 45692 160 547791 1508 42460 4332 37918 22223 101538
1 750534 3290762 145896 271944 668933 193 1997396 1484 476551 3326 26708 27364 2823450
1 1939174 2913117 2364769 319831 1437597 668 396132 780 672168 21962 43991 61870 409651
1 423561 11731 4176032 915205 5624881 276 316942 318 189821 10884 221993 182353 2435112
1 1779156 1867774 27517 254383 5207429 326 50536 4590 32714 8312 849595 429671 1076655
1 357599 1020192 3130019 6505771 693335 556 15593 688 2079810 2256 86990 95718 142394
1 613079 47341 16563 142185 37148 200 723532 587 369680 2193 54416 51273 88195
1 106196 246102 14748 145412 1225822 256 489413 6687 6084712 12814 109390 82833 249947
1 2055706 106029 9457473 263860 2680407 230 70478 400 71106 4302 93810 95170 6239866
1 9223206 82279 26158 1638889 2807051 3017 107661 8691 833493 55811 568981 286880 845442
1 3972417 7235799 11518 126624 1642744 684 17599 1312 84281 2327 127574 41865 182147
1 1270656 256445 896105 2824949 1945650 401 2025083 6383 307843 83808 235768 216724 618276
1 69241 2931983 3368285 1092876 791092 179 78996 1175 23117 4967 20915 15328 130885
1 1671576 4649154 401185 18583 3729854 283 516245 332 6409155 22174 212568 312034 2010580
1 1575325 124301 361799 3123904 160823 594 40990 1116 188283 1795 690379 474776 1162229
1 589000 542096 113488 6718222 267775 465 1122549 469 96834 4630 98661 109871 1331545
1 608333 3138227 7321530 30608 2269383 154 106598 4362 3377890 148508 328730 476500 1438478
1 438518 16572 516897 96100 4947274 1243 381089 3148 315930 17434 670137 614793 54396
1 2754943 305800 14801 1270564 9093884 152 118412 2104 73891 11840 524852 138326 515421
1 1636109 3928838 6591607 7302843 80645 455 578980 2152 3711887 4915 401810 546878 2717118
1 8879423 13474 2040733 403348 2208277 249 106580 1687 7340863 8398 803562 440698 8186745
1 47884 27997 12335 21970 2154829 170 2677294 1602 66740 1966 31042 14154 44710
1 1202875 30006 13265 4581285 4137731 1198 22465 4945 7680340 13703 191493 174283 2024444
1 3321016 686290 11143 38944 64801 475 24256 608 157038 3049 249260 102662 353850
1 9074628 510505 18554 884480 543272 1152 10582 2536 1166089 2907 253571 228580 882806
1 1276003 54680 9984104 893489 561133 197 16929 335 9998940 3886 108792 118168 392776
1 9994463 273686 3892105 29033 293978 193 369168 845 12193 1114 12687 6244 24839
1 346937 81907 65438 82234 168108 168 6576138 829 2415764 14652 213654 262317 130696
1 4840691 12465 77943 36597 11035 913 4017046 2174 22750 2540 2071011 629222 1665182
1 1271282 1175145 7201371 29947 123599 239 5821803 960 888726 30739 307589 250187 1347343
1 508493 205452 1228095 41938 95662 657 500851 2894 3416381 17281 22993 55884 1106595
1 3654222 132905 41514 8671414 240724 1710 530746 13526 29051 15165 847541 436102 4231175
1 4649415 19605 2852643 166962 4663227 158 83698 386 3167466 4634 741725 263265 803924
1 419804 509455 98491 624914 1936124 334 1060187 12364 1066179 41416 29391 90829 1669668
1 3164558 2881068 8415540 647947 735503 896 18091 1230 33569 1527 76790 106321 7357304
1 7581841 186474 18091 90510 217927 892 123438 1817 71480 4145 276018 142827 756969
1 4047886 340997 97711 307421 7751493 1724 34457 2529 32616 2664 414385 315728 8455173
1 6683224 5335246 792130 136463 3581424 316 3280561 541 18953 2414 997302 679259 4167903
1 168796 18518 156179 219978 2906560 312 155896 416 6222603 1885 125582 216393 18471
1 203431 4274931 3635453 2026219 454906 202 127828 922 2138984 1888 32704 18995 100895
1 2241661 279105 157914 269574 1589987 745 2317840 842 283034 6753 435810 143188 615122
1 941822 21134 6936437 6049066 46677 217 9239931 338 706003 1533 41163 35768 3277807
1 1337725 117619 23857 227472 1581600 970 525020 1461 127627 3660 53847 41001 8660607
1 1301630 69613 1945152 16460 2992275 232 15769 3080 1573997 6614 164914 110485 1535981
1 809936 5943840 505044 220634 409984 25233 1920008 66883 3867535 85309 65920 166879 4764078
1 1371419 237459 11766 16450 4197896 379 2666657 502 2068680 2249 108030 82748 284087
1 8222202 239222 1159476 3349755 1216464 410 193402 5767 429434 9291 468338 147236 381883
1 6109217 527553 330287 1161252 57281 316 16585 420 18032 440 2060599 662560 2395581
1 4901847 11784 8242784 4548504 122919 308 653375 1138 314452 1236 21259 28501 7746507
1 53215 68527 16853 64235 875413 345 2564579 1447 22503 2005 45068 21591 39534
1 536630 106371 85347 321893 67440 295 517665 2225 764204 2481 10251 15065 136148
1 959175 83246 103337 7597487 329266 544 219382 2538 21528 2673 24163 31803 116557
1 69616 35605 8792424 28730 19894 508 1950459 1033 39041 4410 17708 14489 71342
1 4339314 1617027 4538864 1208770 254649 208 64004 593 2772509 2872 29527 36322 259918
