scenario N1 N2 N3 N4 ta raa t1 N5 t2 Nanc
1 11314 637845 5496252 1176321 1299 0.0234094653278589 1301 54651 16338 948743
1 83723 592155 76504 553154 4185 0.0180085878819227 12538 31127 51844 1882502
1 324563 219036 180195 437850 2583 0.0221157241612673 3214 420215 460874 1741150
1 163036 16543 86344 777862 374 0.0294214189052582 1501 103812 61527 1382692
1 120425 778608 2337507 848777 8887 0.0200389195233583 33718 120629 78420 753027
1 78966 16142 1743902 10226 751 0.0218061003834009 2629 661541 71836 6236389
1 509968 210710 77789 138022 4718 0.010682500898838 13781 167056 97912 4447431
1 313489 1223557 51373 111432 877 0.0208246316760778 11466 405354 271368 1066825
1 270681 1149560 217856 785935 944 0.0229238606989384 75382 446634 198506 9219051
1 166492 72362 4540492 1573501 621 0.0280501153320074 16312 278378 268755 1104845
1 1080730 8163019 475219 226512 1351 0.0132790552452207 12114 756262 707454 3935710
1 763450 300436 3066548 1374476 5083 0.018782826140523 9704 533830 362114 4128261
1 312853 75635 163645 106124 3466 0.0228715315461159 13654 3587363 425430 8739226
1 40315 5949645 140169 21321 509 0.0148104224354029 4232 22854 31386 255938
1 302941 30732 670928 187966 2827 0.0168040562421083 3181 387637 458602 824651
1 716136 69139 13640 434145 153 0.026202479377389 627 559382 265450 5570700
1 306414 464838 28213 95055 670 0.0203600563108921 11316 761177 439968 1085385
1 56761 1503282 16396 143262 1790 0.0286852642893791 14927 51495 70039 3449364
1 182227 69532 56444 758285 4900 0.0130535494536161 23377 312344 200341 1359951
1 113719 640890 134537 313870 6168 0.024218924343586 13154 343313 244123 2135879
1 251266 3064796 232025 5398890 3516 0.0100225387141109 78213 369877 223060 2030185
1 12408 45894 514796 67845 316 0.011727319099009 4172 124161 22911 5336783
1 217483 924820 272333 4786331 1788 0.0111033758148551 48315 711986 309608 1691227
1 41350 107335 1702581 581897 2384 0.0133102014660835 10434 100765 33367 534416
1 102642 27693 1462303 728503 172 0.0208288319408894 3916 54549 31407 437451
1 318529 144088 3026615 63207 7958 0.0146669875830412 27232 1085891 298770 3353810
1 29505 762941 896940 2904008 6131 0.0297504439949989 13343 93082 42713 6489935
1 34935 3755407 476336 461533 428 0.0185471307486296 659 35662 17302 9217393
1 622692 133854 2314321 2538464 9269 0.0264428872615099 35649 184940 183450 2642380
1 537255 1389091 7608524 359912 7786 0.0123251173645258 10012 777899 295477 3501408
1 20106 9428584 2391856 2802178 2085 0.0101631265133619 5276 56882 21898 2061386
1 37909 10656 8143742 24603 3500 0.0137871606275439 3771 22353 32334 98173
1 30222 252732 1177646 552546 2668 0.0269475784152746 2706 118199 59029 605579
1 61435 197546 2258486 147851 5398 0.0217274315655231 19314 31830 27872 594284
1 227483 119868 687237 59778 2382 0.016651002690196 7323 322402 353763 6565974
1 110039 1038711 11052 1265505 288 0.0137336887419224 483 358931 213753 4873647
1 116020 240569 4897776 439662 9579 0.0251676682382822 59951 19629 86507 2598436
1 201313 684242 4335669 7226016 1773 0.0142293348908424 57875 58670 93909 1526716
1 20461 27164 208772 937346 1772 0.0270115528255701 7557 24745 19539 248919
1 157389 5497904 6277126 353796 1120 0.0120333861559629 3873 339495 233046 688239
1 91213 1183384 8024190 9846846 8387 0.0221729371696711 19219 282927 104845 5327424
1 428409 2471411 38058 726510 3693 0.0186475310474634 274771 103771 369374 9304263
1 260542 67662 344747 1791151 1052 0.0248256213963032 1740 704695 373447 1000084
1 41249 114343 30768 2193090 3236 0.0110271237790585 11659 12081 21535 3165503
1 30554 251088 29686 2028323 2696 0.0254838913679123 2886 27870 24540 6584517
1 215660 1045681 1734075 300636 8162 0.0180227439850569 84690 892686 278040 7439035
1 38729 7403302 866596 50230 6758 0.0191285759210587 11783 170084 46363 799928
1 514350 8263825 212174 2254194 4173 0.0194468647241592 131211 1232435 561420 4194394
1 746853 202418 1553019 816548 1492 0.0180684514343739 7185 346044 272061 4489768
1 66683 1737770 1191516 462572 555 0.0219060368835926 2890 26072 30276 6313962
1 442861 3542959 3386752 333445 6265 0.0253864508122206 49349 431270 187501 4260670
1 29387 730573 142326 5373505 6393 0.0248480066657066 13537 132378 40924 1254242
1 134286 1219427 493709 340184 1166 0.0282099526375532 5110 360706 169397 782453
1 726868 102075 51755 735856 4197 0.0137154338881373 13710 304769 185682 6451173
1 74541 2527167 266200 1579878 501 0.0246323868632317 3630 97962 44725 788580
1 29877 216135 230318 1127714 3926 0.0164748821407557 6798 119147 42356 478292
1 12889 17076 618221 276218 664 0.0217975974082947 9464 12217 17249 228593
1 450150 572586 5967200 1873919 8497 0.0220816731452942 24511 210206 276605 2846732
1 38304 16104 8161134 1686476 5388 0.0239767003804445 9384 25872 37400 531390
1 98772 1659466 2335842 58607 2226 0.0269972365349531 9689 1249389 137056 8509862
1 299017 130624 7167716 16577 950 0.0162788946181536 1707 2606229 424021 5795863
1 28803 83746 5007081 985159 9439 0.020796287804842 9856 193837 51262 9066583
1 22510 194227 1666894 8474305 3685 0.0263886786997318 13070 109635 44244 6356732
1 82195 44571 82515 3161137 7526 0.022429708391428 10587 238035 165143 516922
1 523881 985137 164207 92997 131 0.0198722556233406 1380 1067161 695494 2302800
1 343629 946841 1085349 6074814 526 0.0136165916919708 222810 494654 317215 9768816
1 19489 694641 3249206 25298 1925 0.0129809072241187 7184 79108 19504 1225025
1 33523 52894 1944020 40844 5337 0.0213314443826675 5908 20229 14262 598730
1 90101 41509 65732 8569384 1720 0.0187616180628538 1822 37951 34161 4911199
1 55315 344309 202785 5495057 1930 0.0189436320215464 5745 233283 62556 757569
1 107719 900369 60836 171609 2144 0.0156835820525885 20035 127072 72411 523677
1 591371 225829 14051 9655369 1448 0.0219398569315672 43058 137368 132415 9626336
1 567671 1924024 106158 2928058 9353 0.0263397768139839 140806 71695 187242 8490845
1 57816 5717524 18913 32173 141 0.01570700481534 566 63529 39942 277797
1 364440 138076 2822759 48244 5089 0.0137343015521765 20659 260036 120384 3040558
1 307524 10489 904740 6731520 3582 0.0222057960927486 5183 565154 375285 3839602
1 16528 185800 123527 1439687 1740 0.0239108204841614 16699 84208 27407 628211
1 82323 2156215 40706 186488 1609 0.0244427584111691 7010 352334 99260 1677050
1 39241 115985 3454524 1787118 2963 0.017629561945796 19340 414495 73042 3245040
1 25471 189940 14126 4427793 213 0.0235440917313099 20637 42330 40582 9437218
1 51841 248478 540780 147240 1755 0.0269089080393314 2836 194198 44759 1195384
1 88909 2295465 1561131 3772463 2564 0.0187492948025465 15599 23878 29214 7893112
1 767283 156309 4853448 6223617 2213 0.0123572619631886 5964 519893 603033 2295045
1 551867 6190824 269322 2017128 7295 0.0111443484202027 20377 299523 398369 3145288
1 25071 12053 158725 3053964 313 0.0131920287385583 658 113563 29857 2498768
1 55577 87791 11220 38077 2300 0.0131420474499464 7784 26956 43179 1857909
1 98992 5429069 197197 70510 1675 0.016222070902586 11567 44588 28608 7204533
1 27678 40396 7845544 5871165 1764 0.0237030778080225 2706 13501 9760 331826
1 34025 2021558 124061 1975638 9596 0.0277920421212912 33465 79968 48678 5800614
1 11255 61293 8221421 422186 697 0.0143255544826388 2649 139799 21782 3622362
1 102469 77577 66341 379349 1104 0.0238361563533545 1207 674848 105671 4947679
1 26870 6452459 134423 18514 2764 0.0157185848802328 10057 46003 41472 729976
1 74019 1202710 9311402 10426 464 0.0296057090163231 1329 28225 13793 3641365
1 256821 207727 38705 2923163 3507 0.0203006286174059 7590 240164 285536 938189
1 13828 95451 33493 333590 4592 0.0195915549993515 7475 12028 12851 3054796
1 103873 420477 108111 26261 1683 0.0274403188377619 8011 20049 37339 7957362
1 38296 2776610 1391382 192123 916 0.0281308852136135 6139 25732 22470 399479
1 442637 252237 1449054 482904 949 0.0203789211809635 64663 232712 334369 2909218
1 54409 2589674 4124775 297367 6088 0.0125694517046213 8416 301378 118435 749699
1 161954 4136554 1184101 732557 7855 0.0180240906774998 14718 156983 87419 900655
1 704676 293461 86962 1478140 8739 0.0249437279999256 34321 409514 238761 1873857
1 79401 4650886 2398224 922985 4861 0.0194704979658127 33182 165915 89713 1979801
1 126072 216097 71835 434318 5308 0.0124742742627859 10424 655616 157133 8735141
1 67197 111884 1415882 285495 7457 0.0197458770126104 11696 24370 38525 655040
1 33541 291287 1575175 65828 2156 0.0259194951504469 2321 127566 42030 216796
1 1822121 707760 6591108 218566 7324 0.0216557346284389 23715 734871 417101 9486230
1 10935 17608 282843 5865780 1600 0.0292377471923828 1937 67826 10163 8129851
1 239626 124172 180077 111470 9192 0.0200213715434074 12656 657493 174343 1008308
1 186445 735527 774563 578004 2400 0.0291630551218987 2978 159509 64081 3508061
1 92237 2009448 122622 183780 4149 0.0290517341345549 41537 40228 93615 1826359
1 73789 1021624 2314636 6939464 7130 0.0250308811664581 24556 240994 154278 1320671
1 391115 9009638 1361175 1436260 8435 0.0164279621094465 239540 756423 464432 7546905
1 50487 5253332 1639103 10479 1078 0.021700594574213 1376 55402 18688 537854
1 1268993 954349 187134 1963415 2406 0.0274700410664082 49355 446539 321945 6947515
1 1699997 3843082 34191 1275881 1138 0.0148142110556364 3211 821799 686423 8283075
1 1268848 1042828 306587 4330151 5129 0.0220523718744516 97185 655156 692740 4294014
1 17462 291989 3857973 699667 4784 0.0130086857825518 21765 80052 39225 660039
1 83975 328095 6298905 409419 2982 0.0260675102472305 11339 71798 33195 3677822
1 2229559 356601 329618 2485010 5207 0.0264365114271641 32343 1208964 720652 7236062
1 55566 2783589 1358785 3652354 180 0.0177354924380779 1112 138488 38550 1380226
1 626661 231955 1873257 60598 1531 0.0107214190065861 19379 206827 245456 6828237
1 319213 15846 3093390 85996 3357 0.0257273521274328 5365 1128628 397641 795323
1 12356 3992930 380785 2315019 552 0.0198227409273386 17281 18129 23645 976329
1 34696 607906 85440 60249 6489 0.0299793966114521 6839 70106 32040 5618079
1 127649 13588 217033 3151562 282 0.0244434755295515 3241 57847 35975 1688168
1 29752 2370788 8461793 515796 4332 0.010151956230402 16772 72623 35752 464676
1 427184 48643 3843210 69322 998 0.0130907976999879 2779 839021 421193 7366432
1 36421 627888 447338 3728236 5759 0.0248039178550243 19686 93402 38722 4055758
1 273703 3169343 8187703 812112 3508 0.0200989432632923 38909 45040 88867 8014381
1 173836 463107 110080 139469 8908 0.0156744923442602 37169 825058 365455 3451981
1 76193 786404 494937 258939 483 0.0284786093980074 894 37678 32141 1182342
1 15766 665647 3433667 2238483 2808 0.0244354009628296 3995 104566 23172 6522723
1 804214 273869 37012 189774 1535 0.0273497253656387 2101 645476 401565 3590386
1 193452 2002131 144199 304116 2050 0.0123515939339995 3870 54719 41771 3048030
1 21494 34282 1684856 1547748 167 0.0222135446965694 469 47849 38855 1718830
1 16449 132577 63109 976814 731 0.0182259920984507 1669 61215 35318 907520
1 249614 1236532 83346 574584 289 0.0297930687665939 4535 1261970 492925 3297236
1 78938 2031404 125581 466497 4726 0.0226855725049973 7976 21904 30170 9995117
1 23716 168956 297830 23167 2459 0.0243032872676849 8214 48192 29653 169261
1 44148 5616852 118731 63528 287 0.0232122652232647 1826 33264 14221 1629792
1 193350 380751 68469 206971 9541 0.0264689940959215 30607 24413 52426 3785461
1 21854 13023 121269 3409885 307 0.0211636852473021 1233 256619 29798 744205
1 17833 2345730 250245 15636 974 0.014123291708529 1820 21819 27842 2507680
1 1169776 167624 235657 86572 3039 0.0132683385163546 31631 513625 399008 9358160
1 178303 3319074 15586 495957 1102 0.0108070038259029 7737 63269 93930 2999943
1 555988 1669655 408001 669827 7875 0.0161411594599485 23613 154773 186179 5103355
1 1233924 47175 1969738 749013 1876 0.0276710093021393 2779 647700 482670 3087088
1 374771 2868533 147906 314037 9853 0.0176869034767151 22222 1151866 436726 3013434
