scenario N1 N2 N3 N4 N5 t1 N6 t2 N7 t3 N8 t4 Nanc
1 3504256 93401 204225 35098 371368 30580 77145 35278 3245042 56489 499378 486512 1885632
1 404184 97736 41074 9292904 1089706 15523 2256365 63845 334391 77935 41174 115009 960786
1 8706042 316816 116454 188999 125371 20770 104373 21197 817940 49544 536705 683887 1753571
1 6916985 3215438 1030397 2518313 5745471 55532 526424 64743 256944 67471 2104903 372761 936309
1 2174145 4428018 549455 1250912 2015980 93089 455675 228755 3134019 481732 32853 524871 3697752
1 2914905 127557 8354654 247664 2035640 24871 6021715 45766 479568 326814 239829 534111 1831425
1 852078 444568 2700695 384196 398183 18703 4945123 22877 4472945 39928 233104 524546 153691
1 380518 479903 307280 7707348 3066320 37128 188180 41329 334922 102004 2102219 303138 841752
1 382322 3353665 2690458 5391284 6036803 28167 48488 31436 901719 56765 237400 271939 3102832
1 311774 63371 2603623 2920906 217224 17730 2211714 31932 289089 34676 391928 560026 173351
1 2976991 64593 6466426 77836 83036 15218 215289 18154 3981966 70899 190099 328495 2398317
1 7312494 59407 425414 41354 147235 15706 5352346 16363 1118199 87909 618159 449967 596012
1 1288196 75187 635518 554515 1862476 28159 984690 29286 932148 115629 4374987 629179 563159
1 1203766 5942932 5404028 3702450 7893235 28443 645273 28515 206872 50103 293365 642155 2096990
1 276531 1820264 450481 163233 638006 20532 992922 50779 3529845 56419 36296 83644 651264
1 626661 224688 214757 67346 8143842 33536 411816 92996 1095036 95334 11316 104285 1067962
1 2626784 800658 1846475 3988686 1402005 53889 5027234 140423 443765 335624 213504 621945 1374711
1 465085 70749 413150 194338 5899391 18865 8681656 35974 238499 47421 377919 727152 12047
1 932328 3704097 8407942 1233156 6981932 28601 329158 37150 4351047 52155 195176 165157 289092
1 460881 312260 2115027 224129 3074014 34175 1119673 53342 413822 102265 1376871 189682 629210
1 631622 538067 1350951 540097 4618879 35561 2266751 37749 67250 55627 3888947 385357 190866
1 931448 6515715 4895760 772001 134520 16021 424907 25808 766995 47159 61801 161775 3170708
1 146229 163805 4121109 59408 394832 16489 4473164 23594 424914 28959 41743 82104 130290
1 1026989 927777 228483 175619 279845 26427 356510 63072 5469468 254891 67092 357557 2142434
1 1643316 413953 149907 109353 6160536 21916 360492 31148 2106866 87381 250708 208426 7230591
1 2938924 710876 5693668 705546 3018013 24870 2485240 51422 102572 60770 215644 208020 277810
1 1224696 3310607 4870036 9131431 1739164 32103 2992514 76371 6298304 105640 2267620 513234 2754773
1 9264791 1323452 622545 304079 1703843 21264 13387 22885 31793 27383 503060 96573 642758
1 322488 739500 185359 78948 1706575 28610 102621 30245 8172580 96851 64805 152901 1046880
1 2862658 166871 533104 351036 555048 28638 104484 52392 1901940 305744 163104 371849 1192667
1 484725 38708 3292241 287950 6183759 16236 5249624 20541 205542 50375 281747 625959 63821
1 777024 1027834 108132 104160 247534 15237 1347678 15877 521430 17002 268397 346829 6665221
1 1923124 134508 81835 1623794 144067 29315 245166 44998 1013803 70860 58084 174199 1462028
1 842022 960951 521659 928858 126843 15824 60818 18851 68098 34105 2389636 352178 811297
1 3734612 280000 2325707 78155 132926 17110 68283 23231 36246 37177 59103 106898 2972002
1 1968325 70538 6037733 267453 1748517 32723 144011 55247 3977404 66492 683116 361649 684273
1 2999992 219598 180288 111388 5529220 23670 2390958 112803 1872849 162157 1203903 595081 4593185
1 2593143 942158 68063 213521 4090857 57205 1717994 111451 813114 141721 281311 471997 2786199
1 108817 194197 83901 1179637 4760810 25452 141991 39649 8841220 46194 12338 62580 390093
1 5463940 4991185 165397 216689 7754249 17864 1863667 57397 833998 83475 833800 210755 847498
1 323352 411827 377460 2450420 2026210 21179 69047 21520 1782910 135295 219445 180130 1192355
1 249746 301717 8768429 756803 5593218 17956 188556 22359 314991 24019 1136049 165897 353069
1 4523384 7388558 197759 122250 1344176 25389 33747 47171 356612 63323 458557 530910 3148772
1 428932 31410 36993 4530699 185244 15580 4657430 16504 260556 30207 103815 208436 200945
1 3019023 1032027 43410 1158888 4989354 20042 575398 26799 1439479 53449 74450 141476 558973
1 3334783 1308337 6334278 9502522 205003 16539 1569390 77334 18638 81092 492566 515634 801718
1 7329438 60681 4885165 4826270 2450241 27936 25140 28606 2485739 49272 305402 236584 431540
1 3847137 55991 181720 5908718 606173 34769 914157 62515 1176674 127918 698548 615006 2485062
1 9350406 979786 414784 2562885 942087 80231 5108660 116012 1017184 117583 86159 275549 9271952
1 340956 123334 3233557 2504444 2005970 22041 8990075 29810 78621 37490 94377 207356 1005590
1 1398288 68817 101748 84877 995754 29454 480413 35520 9187370 55625 69899 91794 328551
1 3532060 1949009 437309 5368632 1135778 33327 1123551 50561 43293 59192 8323023 496824 1270229
1 8258842 6050811 34141 9054106 329195 15822 988919 19979 195850 47685 18181 66931 476705
1 2277214 131651 301117 66796 2524956 18099 2749537 50348 11659 54270 5217409 428039 310638
1 378832 3034920 78794 1398246 5701746 20770 4903593 36828 177237 52255 887680 690500 184943
1 1621110 234247 198025 32946 2544221 17167 117262 17969 164983 31162 1259582 360791 1267093
1 2318389 369907 303339 183177 2898152 17512 117474 17888 1909352 21582 94330 40325 157146
1 4120963 4739680 2360788 323151 3754058 29757 10550 32681 29542 44290 3325303 539322 708416
1 210727 39438 310954 119537 703598 17033 3675623 33843 1801128 64520 50226 85173 229950
1 706882 1454548 166300 1574640 1225207 18366 1056417 25540 95200 74056 1702166 309490 674297
1 2242172 40338 124948 6274527 149698 18112 312085 32467 1502347 54250 128254 152526 1978548
1 94675 1775248 746465 670986 104563 20534 2794475 20737 67965 25584 57305 72541 147641
1 7893093 263245 94962 159005 1211986 26271 3387310 52126 128515 79070 1086263 265934 2111845
1 3504219 45173 108352 447535 4757944 32679 3299884 38790 175310 96664 1885195 573576 568995
1 341043 230373 421612 319966 6644240 31235 4528791 54850 1443261 204807 73576 298358 367519
1 1443768 7431377 7536317 4953552 961216 28400 1176237 51877 4613355 66345 182290 103074 722887
1 2307846 71391 2868934 392194 3945931 32425 232375 33475 912999 37059 1001477 345430 2144253
1 217383 322690 323551 54469 44249 18456 224111 21267 90262 31787 69235 121908 331732
1 2534303 146831 1644652 8048501 70756 18784 88717 20276 848942 27859 10817 34527 153659
1 2053448 3181271 698100 276261 136326 61691 416339 106343 113639 114199 279659 551202 1535170
1 163077 605447 3185880 51683 846198 20402 241030 36477 455169 65662 58160 125485 648562
1 1079410 259027 4239279 2086979 1113958 15022 398431 39729 311091 186319 2061921 582663 698856
1 169772 2541316 892939 223922 2397370 15678 36357 22823 5617736 35961 19544 50267 4341822
1 866323 56472 2274723 145553 3734572 18351 18287 19459 449016 280516 182697 355711 352366
1 4152924 591821 77425 2224664 4735378 22109 1659958 177022 173534 227254 1501523 479842 794611
1 1095557 1239868 1455110 392090 7314203 58169 81758 58253 387653 75317 1504313 267101 636026
1 971335 60504 857067 476360 97733 27808 236018 29332 1326975 31686 2888528 437147 889392
1 285318 295284 9338806 9083763 279350 36383 7279019 48797 1245365 71241 60355 165258 2655609
1 6152657 1440971 1008025 9115316 5890807 25142 50967 26454 79226 38238 19897 65417 342407
1 1288737 341066 199802 607053 5136144 16648 7778413 54593 902574 81367 270706 117329 653228
1 621681 559652 1914025 138017 67597 18476 14603 18855 902273 51124 786560 662306 511214
1 8343470 537543 6317781 190485 2287025 25229 1217945 40730 4755618 62795 2626514 375805 987863
1 1990506 448724 4370353 250592 417279 21903 18338 26573 5956082 52305 216551 372485 453977
1 1949289 704530 224033 5409468 492233 17546 415914 57732 235049 58548 218428 99434 602685
1 1776315 2046897 853827 251834 1448074 17577 458669 54525 1281991 107142 941921 285777 584681
1 673001 925742 5441273 140649 9952431 15111 4275734 15390 536984 136232 1896192 639715 1900204
1 5649879 1819991 961009 66984 221256 25282 150874 38096 610731 130121 167991 233819 794476
1 2895435 66491 109371 294733 4118972 18451 107656 45235 4630299 68816 64272 92157 267416
1 5070533 41519 1510960 7331150 34458 19263 1589010 20659 675592 28284 520116 527117 6911660
1 2415131 2103088 4962996 2655809 3339456 16123 2620518 64814 236239 113937 249808 269489 402662
1 6819710 2249696 1471059 60360 4047703 29921 5614844 35172 2249360 155782 327348 321400 1700903
1 2875129 122380 95000 117676 55011 16354 38131 28625 37844 29763 588925 401490 438890
1 6091639 4483886 1163099 74670 156367 18505 638962 130005 8672980 161828 79131 233402 2791357
1 1278697 88528 108398 160289 2735669 17882 287389 66815 1625520 71871 183024 154122 213930
1 3266178 1554859 2990444 40608 382591 17720 9102401 81600 4048368 93201 1837968 737527 2521742
1 1500745 552323 1118566 35551 3904595 17295 678390 18480 1928793 32373 401087 652432 638651
1 5340282 5800032 1241848 1759997 6821784 16626 12617 20529 71949 20598 170283 96746 306441
1 1606853 59607 1569739 1609224 139271 25341 3183725 38871 26413 40125 2513648 523660 466345
1 876611 1047631 5896317 3318293 1471084 40152 3583568 115710 3114884 231418 85522 418363 2416647
1 186768 408307 193244 343815 5173740 50199 566963 56514 117963 64603 412269 161181 256155
1 1824001 91671 5324881 2781831 8775930 19635 4468623 23139 7843791 228452 14229 254175 8463019
1 2416347 2005554 8588934 110111 246552 35081 337468 45888 623865 94830 425340 367217 5480470
1 3476368 590152 50021 420441 565018 18324 8459230 26999 1148144 31251 54798 73625 8262288
1 2379322 2718650 8022540 1466135 7208766 37328 610656 139728 1154386 247810 258126 731425 1775845
1 258043 90504 34046 216101 1132550 21552 4234421 38958 341893 58745 373765 288758 191895
1 3475587 116247 3984275 92795 7791106 16294 144198 20755 6318677 114498 16395 120929 9800572
1 4352177 159336 443666 3165862 74499 33042 19671 34710 410158 43244 2174871 439046 1484276
1 1145131 617583 465710 3419875 1834438 126737 2213615 253525 147566 313181 279953 650048 2196863
1 4640594 37582 41502 200349 321795 16512 35586 18276 12685 24338 383646 138339 383503
1 2537220 211937 149268 2234761 119099 25550 77524 27766 1838495 100434 1001838 696843 4611325
1 2455408 539008 31239 6173523 5043621 16910 2357768 22759 95821 64291 99285 125211 412034
1 994446 2899281 912949 8799904 6006686 31135 216132 31246 33999 47312 5872784 466216 306591
1 414363 104614 23803 171184 8576561 15031 116215 18663 404544 105701 447909 589094 22768
1 411653 43092 5917150 3693521 366287 21573 122429 21681 12274 24322 5673182 166674 281655
1 820708 82487 5009233 810853 1746293 27249 1952514 30075 256116 86186 543727 592124 5088096
1 618668 262663 5105909 911007 140905 18632 89590 30533 55897 47906 597033 419143 1012624
1 592549 119786 552100 1803896 62889 20615 4860088 28939 429533 54745 946290 413149 828895
1 5094456 680507 2398260 446350 6912613 15318 53843 26040 69125 42851 282660 349384 544593
1 3779387 706178 3734543 3115242 666074 21220 45813 38489 13494 41690 1128595 440791 2941585
1 116984 1393624 6418261 647518 362509 15603 421107 30938 95317 43230 327300 120474 294819
1 2613372 265566 164974 943737 2514679 15981 1026535 31273 2081167 38438 3289077 546773 3251787
1 756579 9022779 1336561 686917 685053 29401 164267 35860 355702 83308 80217 217939 7912630
1 1716409 77999 7866529 348584 2025309 41447 2478502 64189 1267981 82727 35089 123324 4799194
1 1133504 4753712 29487 2020423 825616 16567 600039 89534 111534 113388 243963 269358 581866
1 4692577 624669 1037743 50508 66752 19799 7802178 55536 4576625 64843 631668 429225 2544726
1 855606 1108071 1638954 4660730 3112792 17633 61300 25922 81317 32176 310656 349880 135298
1 972941 360034 878803 1706602 1694900 40875 252896 54322 6435216 158112 30709 168699 2642392
1 4752753 245037 301251 486010 2357055 46919 47397 66348 1224435 191215 210396 485959 2168289
1 1092210 322859 6832523 280551 4127547 18629 5439553 90034 323839 167952 7350729 476481 326797
1 428097 1357293 1620331 878625 7512733 26947 7526272 49448 153404 85157 376988 585620 63253
1 459320 8981691 647480 740339 3442076 28262 360565 39613 8688592 57244 713522 619335 1893969
1 7971878 6418629 6236585 1823817 3228199 21896 694852 86447 85282 103083 368154 197880 7858174
1 6586130 434015 1146872 526080 121090 43762 340179 59143 877730 100479 541735 278181 474109
1 1195739 2467244 249990 5374269 8413280 15908 8940212 193922 3467549 356176 119134 543089 1645051
1 7897670 231652 6377567 7555659 1012270 34459 6060296 40514 166606 116244 1185476 353649 746658
1 351586 7589419 8036161 94949 101296 20303 721304 34977 197797 36766 41923 76373 218718
1 2479684 33978 787085 379122 2259959 20215 65442 21490 5019597 46639 312589 276713 8951347
1 638839 1367619 1156307 6528837 152202 18364 203860 21897 662253 31485 1298710 204914 426881
1 7659608 921670 810263 34846 146159 16218 3386352 57230 2416007 64646 46203 110545 421262
1 3519552 1179442 4444112 108914 3144996 19571 8454454 53105 771706 72136 356040 185497 5247277
1 712054 1946605 653835 7964039 503992 19234 4509020 36871 5699613 171600 820260 415800 2239004
1 4964768 326246 6676393 1018563 126484 27268 2908886 27501 31467 40291 2858191 701195 2106142
1 687933 200097 572248 429029 1545939 15959 259660 24334 129591 97038 79047 146530 2936618
1 1940414 9573675 8815323 7052475 1879266 34648 53993 40357 152364 41748 2126949 394085 719204
1 1768245 3511580 2001899 147990 450143 33613 9122606 48873 7551807 53313 958696 625788 311788
1 2465717 136517 29503 85384 491469 19856 372281 21655 530855 50327 145186 184629 274889
1 3653248 4521698 177775 35971 1149166 22102 1519296 105869 351850 117566 1322980 712229 2964757
1 2403182 534081 2232591 307788 2398340 26077 1294876 37825 4084386 41201 222158 134836 197229
1 3858596 3128060 385967 1412008 1362073 19251 56981 36293 3647582 227741 70779 368362 8830851
1 9740523 2321619 2191906 37291 835756 20040 7052387 39852 38505 41396 373972 185867 378580
1 175769 95537 272384 2830123 492808 16069 1297293 18484 217890 51620 498594 68399 125564
1 4107864 318233 36077 2404602 408957 18423 531654 42907 341976 113002 2652994 723843 1866256
1 858645 174155 316724 357185 78590 24414 1025538 31529 387078 73695 437832 660675 1249269
1 458426 2569896 95644 3360881 1469281 19708 1106908 27514 240639 44028 166210 94087 1186796
1 275942 2159705 294281 921426 140391 19508 68326 27993 369516 39196 205612 92565 363969
1 7435353 327597 1235894 670402 1234347 44434 89217 52787 431588 245870 310260 417071 8579607
1 258392 70468 328046 93264 2892837 23468 701997 41212 1695589 87781 186432 276943 334984
1 46842 73620 83156 4065143 2756826 19058 810700 19960 26394 26352 32037 38722 147983
1 1298764 282130 267736 187454 124116 20799 4483418 21072 347622 42164 2936673 671534 2822421
1 650664 204103 41594 46529 3156838 16988 1031759 60531 104814 109613 1800934 308757 268422
1 3114274 147897 134027 407454 3958211 21827 290617 42133 558745 97288 1704120 202713 520398
1 213380 140425 2237597 84896 186210 32096 51834 43656 952962 67941 13896 81948 3119819
1 9909379 5627772 673800 931130 1248350 18148 2712966 35122 363920 68805 1902365 212407 621297
1 423660 641548 5997276 1163131 94391 35540 81758 39401 62249 53353 41753 117503 2358549
1 2618462 101869 163119 15616 6867704 15138 420224 42619 1037303 208710 79540 286431 998747
1 9710257 156872 3781978 6734142 962725 60277 59814 77443 4065013 136663 290181 478710 1211675
1 1328734 59840 841958 422558 391198 15982 22293 23091 89813 24946 3012606 553284 782915
1 703882 809053 595319 102654 1125485 34043 42914 35391 147966 112887 198607 270466 273846
1 3198143 4584141 5849445 747599 877599 68727 564935 70929 5120222 117918 652661 252237 964066
1 3582818 8000730 83956 120784 738824 31175 5091157 84260 7543662 598521 62682 678337 6169133
1 4341217 42551 425861 85294 400662 20435 74772 21197 151255 66472 1479716 326798 1402656
1 1329820 56403 5325214 2436886 2156203 20141 11291 23136 1048679 150764 51968 182299 9204313
1 403755 632383 134557 693755 901354 35369 1254052 68051 407520 109688 478154 735687 256718
1 436631 557324 496038 8670891 5071242 39034 742281 84003 6768273 92124 97938 238185 435005
1 1734769 4387973 347926 6901630 570517 25465 3792151 25770 11414 29574 425253 86203 243149
1 576113 420373 832261 746301 1442993 30000 43002 37718 27320 41024 277586 477019 97294
1 7358518 8956231 23644 163354 5268620 15320 34437 27008 7434025 343596 185182 509974 5469305
1 631494 9133844 3125688 847851 4144706 19041 7407270 93165 7105365 251166 246551 360655 7725466
1 2154237 8929919 405656 129534 2615413 19652 148956 28030 41964 52061 75822 112505 392863
1 477380 42227 5037052 7598419 2395480 18422 72861 34202 198844 47176 258459 201313 156761
1 2761614 392942 145778 3825132 2466524 17694 3921294 20991 6771072 24785 3726279 716242 4535080
1 1177393 284803 330509 776218 1307526 15481 66262 26513 151241 27759 1016758 284695 2875558
1 1133199 167974 1209395 208149 86559 21085 489259 28431 333288 102988 723301 534591 670293
1 2327372 608977 32492 84173 8772166 22191 2390510 101794 2038211 104526 458139 626240 6875282
1 6478928 2983893 2378474 269574 3454730 38551 3169632 78438 379961 199391 238432 231989 1367507
1 1723251 122774 4640244 8410561 2680540 19937 284078 26678 22590 35016 258232 470791 6083604
1 1911335 1477959 285833 1816112 240585 17575 377281 26814 3865740 35875 443855 192661 8656953
1 2014435 56961 699507 113825 183359 18494 725795 26082 88503 49146 9307655 375581 593866
1 1269747 287001 1013305 177480 427139 15199 278658 53565 40677 65587 4890929 595078 392984
1 2342713 39538 200948 1999591 1635761 16455 147540 22492 484304 203345 836129 345551 856092
1 3379514 3505858 245099 4016333 9786476 17549 195449 39594 505662 107874 7029273 437169 1530189
1 8129119 177630 314228 43736 4942256 24498 8503671 64544 398599 100289 604381 427491 6514135
