scenario N1 N2 N3 N4 ti raa raa1 ta raa2 t1 N5 t2 Nanc
1 10093 874147 4884406 3623586 2211 0.0969960317015648 0.0571830458939075 3736 0.197082430124283 6203 16643 14921 1672065
1 104433 7853629 2681858 2614645 1347 0.110426723957062 0.123797610402107 8777 0.251565217971802 25071 332510 170992 8711881
1 76988 620086 1799128 83408 1005 0.0616428256034851 0.347910225391388 3625 0.114138096570969 4857 59354 61923 536157
1 80525 1279550 962681 2822424 1456 0.205713212490082 0.208299994468689 5070 0.13108865916729 15617 442931 260896 3312038
1 56596 6743255 732146 4371452 298 0.173315867781639 0.22990608215332 1494 0.15382918715477 9582 39897 54310 947529
1 262374 4490092 132452 139611 4663 0.269025057554245 0.456351429224014 5505 0.466563433408737 55491 633870 582421 5886880
1 63382 2733316 6463279 1233017 5943 0.153096005320549 0.231374710798264 8157 0.468929499387741 89529 116461 167072 3041516
1 24324 2032012 2498435 2994201 2832 0.129643604159355 0.0505326651036739 4844 0.131835848093033 5833 24806 34917 8153677
1 32703 3096756 923847 124581 2220 0.178345561027527 0.210767805576324 4009 0.115187212824821 18748 144388 64855 9199526
1 40640 28016 129558 2415807 674 0.0791835486888885 0.262534081935883 5415 0.0891536846756935 7041 18385 22549 928694
1 920298 540699 397519 749763 4467 0.0681962296366692 0.344824284315109 8078 0.374700129032135 121850 1204992 747134 6670218
1 310527 47226 1201472 288202 540 0.169164717197418 0.293464362621307 4419 0.200646728277206 4593 687390 462171 1361933
1 36412 272733 176438 81015 272 0.0695284530520439 0.166050106287003 2014 0.107186652719975 3229 32926 46893 1026314
1 62640 64465 70989 128664 5806 0.192478582262993 0.414840549230576 7197 0.31172314286232 9674 28902 57377 6197886
1 66836 137925 77057 1708356 231 0.0650754421949387 0.286323487758636 2428 0.12811453640461 29601 133237 72510 3008778
1 94596 107516 609453 362501 902 0.233246088027954 0.0729651525616646 9350 0.136350646615028 17490 685777 596863 8224178
1 75663 72428 356729 1195130 9821 0.127366438508034 0.10547760874033 9945 0.0943713486194611 22990 20824 40356 4873009
1 17556 1584223 625520 406974 1166 0.438739210367203 0.106674805283546 2991 0.0559659004211426 5585 620607 596227 4074481
1 134061 43915 3946076 241773 4826 0.243402063846588 0.165354654192924 7387 0.152305617928505 11702 546190 363195 912634
1 35685 14411 3070849 64812 1516 0.264275163412094 0.0720729231834412 2410 0.111948288977146 5859 86317 67529 8737203
1 114856 4090410 171109 3237264 4521 0.38731786608696 0.0759806260466576 8968 0.216559261083603 22129 312302 454202 2053322
1 469726 2556375 1204704 949420 1408 0.0669764652848244 0.271252781152725 8689 0.359931021928787 35720 229294 286223 6573068
1 16661 289283 473129 262811 4622 0.113193340599537 0.296035885810852 5188 0.0918499454855919 5317 25366 17159 2695268
1 192802 130922 1860956 301658 841 0.248297169804573 0.372165352106094 2672 0.0630230605602264 26711 1209547 577476 4866786
1 68433 87820 1878890 659310 1160 0.264656156301498 0.182621240615845 9850 0.0924669429659843 27152 187965 328743 1386544
1 94120 215180 1339184 5442796 506 0.259013116359711 0.0621967576444149 5705 0.309742271900177 70105 191960 345958 4111726
1 363387 238027 114434 2168479 1521 0.115812890231609 0.103379778563976 3534 0.483759880065918 15288 1147595 472341 8335399
1 14936 695144 439791 1438658 6283 0.45907935500145 0.170031309127808 9888 0.137973099946976 12604 35446 79957 8235403
1 85517 2346491 1163249 860777 555 0.249712541699409 0.0692340284585953 2144 0.280388802289963 86739 123267 186769 2325791
1 56407 1189339 510937 80378 1217 0.0617355778813362 0.104380652308464 2096 0.146208420395851 20475 122712 88331 1336125
1 297439 3755712 1414002 9292730 2936 0.212806761264801 0.0662520974874496 5020 0.0591372810304165 13984 510230 396992 5323199
1 16908 154875 6445166 472724 2273 0.0710806399583817 0.196198701858521 6531 0.353633195161819 13410 58655 30798 2728829
1 13035 5741603 1407902 2226360 7223 0.380758881568909 0.139652624726295 8564 0.095386914908886 11569 18574 23467 1679602
1 366579 8743868 9246557 5289353 3407 0.169537544250488 0.160894647240639 7929 0.330610871315002 51659 642991 539782 3423131
1 120636 850247 1062342 5434799 6681 0.128532484173775 0.112858846783638 6798 0.102826997637749 16695 425821 199406 2627291
1 128743 203787 6409042 1028646 4166 0.052080761641264 0.0737861022353172 6118 0.10536102950573 11627 477722 271515 7770752
1 136298 3436637 753096 2548687 475 0.081220842897892 0.059065043926239 813 0.276042103767395 2316 471933 269235 1433846
1 18502 78533 118833 2470817 128 0.0522391684353352 0.0919480621814728 3955 0.372457444667816 9217 29755 33724 6015806
1 119557 4599079 145407 78857 4855 0.314052641391754 0.121787920594215 5168 0.263057500123978 42359 378299 602205 7306750
1 40021 961564 42263 8486475 3675 0.345260083675385 0.0825061723589897 3936 0.419844418764114 4419 240461 230401 1618260
1 65469 895488 2490540 132710 825 0.323182702064514 0.201737955212593 3691 0.223877638578415 5538 262527 241757 847811
1 12149 5538539 18672 1756529 1667 0.419066846370697 0.0874998271465302 2816 0.437964826822281 21648 86424 150346 3181369
1 77955 78908 3686423 382559 2078 0.0631253272294998 0.308641850948334 6102 0.0577840022742748 19994 138941 72423 5858893
1 20817 30264 91572 124783 955 0.29816472530365 0.235368996858597 2073 0.284996896982193 2265 105658 59746 1470945
1 102757 5324814 83455 8106109 6478 0.128133535385132 0.127700880169868 7425 0.130640015006065 127432 158329 219596 6911277
1 23828 3077794 416830 1874999 5165 0.305096745491028 0.058617252856493 5232 0.0697963014245033 176889 599835 716718 7450875
1 29421 66486 87585 1041227 1022 0.099026083946228 0.245361283421516 2640 0.0826645419001579 17478 21628 27353 486074
1 58003 40746 3755397 51928 3450 0.063166119158268 0.0801558122038841 3679 0.353882193565369 10015 49310 70522 383296
1 58048 33146 3012589 2195800 3611 0.0721261575818062 0.265083819627762 7581 0.0902154743671417 11938 90534 99182 1284695
1 51534 76948 1668156 8565314 7375 0.153760254383087 0.0847310200333595 9557 0.486239105463028 24932 82828 63664 762761
1 315175 880933 4144806 1877854 4542 0.157732859253883 0.4533511698246 9376 0.0848535224795341 24459 202211 222808 8029832
1 14257 14158 390631 35039 1587 0.281167089939117 0.11181429028511 2264 0.218345448374748 5003 41470 29292 3995461
1 51702 1723156 872056 556846 3153 0.0552797392010689 0.436016321182251 3327 0.100036546587944 44265 100042 79602 2964968
1 48174 509718 3167586 167943 5066 0.339056998491287 0.401938170194626 7160 0.234679877758026 14466 221149 364195 636015
1 12177 67080 1939747 644545 1610 0.210081785917282 0.440315842628479 2575 0.31290990114212 3322 12379 22614 8509321
1 209364 349221 2683813 1691266 2432 0.216593727469444 0.348500400781631 5434 0.0764284357428551 27362 289204 489089 8000060
1 37419 1793888 188228 16530 2743 0.109475567936897 0.0663221254944801 3712 0.11184723675251 7955 30202 34839 840868
1 21629 1340916 164647 5323667 750 0.294862002134323 0.294843703508377 2203 0.403413832187653 3481 31064 32037 1641230
1 39437 26794 8272169 3628862 2380 0.0995655730366707 0.310845404863358 6792 0.313679248094559 7017 188181 76288 1003213
1 143214 1750886 3696203 1998893 7731 0.220843598246574 0.237122848629951 8203 0.306892931461334 10597 976040 421306 7163946
1 41541 87611 2586247 463562 1617 0.236429989337921 0.0534970462322235 4070 0.0526119880378246 11520 595975 537511 2254072
1 14345 4696498 131944 750552 1244 0.440975546836853 0.432588160037994 5270 0.323807418346405 5627 52615 82151 329578
1 11807 251975 1654331 32782 3547 0.391375929117203 0.0739565938711166 4828 0.180124416947365 9904 28651 61536 728183
1 125362 5928803 2494132 5362583 2361 0.120082907378674 0.126410782337189 9452 0.0837815701961517 48303 35353 91279 5752458
1 24985 74267 8544022 4309713 3663 0.341799885034561 0.238900110125542 9511 0.0697891637682915 24109 233217 270754 492089
1 13198 24289 294271 5063656 1219 0.128137946128845 0.0557545535266399 5424 0.263706058263779 7237 49022 24479 275823
1 32819 5835480 153431 670121 7164 0.321874648332596 0.138483241200447 7482 0.382221341133118 34751 33781 91029 2167612
1 41960 38226 297113 3763682 3509 0.295975983142853 0.0745058581233025 7656 0.392754584550858 8225 69274 147152 670343
1 18335 1606030 826894 24399 679 0.253324151039124 0.219404667615891 3374 0.435962527990341 10715 12847 25158 6688766
1 21701 54105 394542 4059590 730 0.198186412453651 0.241558864712715 3455 0.430718421936035 16777 65617 75912 2095868
1 34113 714257 1781763 7630222 7236 0.263360321521759 0.260400980710983 9962 0.372601628303528 13887 46290 76163 412720
1 356353 585107 71466 333505 9819 0.0634393393993378 0.19213505089283 9915 0.330134302377701 87024 446433 400756 2639351
1 63588 852034 647856 422456 411 0.160112321376801 0.0502308793365955 5299 0.428444564342499 51755 350681 172323 2956942
1 69690 912916 9939668 1090095 1192 0.0837555006146431 0.195731177926064 5484 0.164242640137672 6744 346266 152916 3193166
1 109322 472999 8796836 3181237 6870 0.137371808290482 0.0617797635495663 9396 0.444179326295853 31976 65535 131892 1129632
1 412012 271961 9423400 54930 4597 0.0912877172231674 0.0672412216663361 6287 0.162720456719398 22673 748428 740812 4923222
1 30169 2024147 197379 5409007 1591 0.385987609624863 0.461965173482895 7395 0.0886164829134941 71322 250649 249320 3241442
1 86028 2324401 85837 6769710 4148 0.243790447711945 0.0525473169982433 5548 0.0556071177124977 34116 340858 426022 5593859
1 60819 216892 233056 55125 4369 0.0788461565971375 0.259694069623947 9698 0.429970294237137 15777 107062 95327 850707
1 55109 83889 3092328 171287 1219 0.082780696451664 0.199096903204918 8887 0.243539988994598 10415 250629 142542 1626650
1 38934 6491703 16527 339686 916 0.305492997169495 0.072698712348938 1963 0.402967572212219 39861 447762 738832 8352511
1 74794 7805774 199567 6407736 554 0.140265300869942 0.0596530251204967 3088 0.0694314762949944 7982 376233 196825 6568066
1 112068 21068 161820 82421 1632 0.0989332273602486 0.424345016479492 1714 0.236363962292671 4538 673276 249565 826484
1 22049 52159 2600563 546817 4823 0.198023989796638 0.15131750702858 5312 0.125067383050919 19094 39213 55176 5725616
1 82454 158081 2214937 2318635 1590 0.070475347340107 0.157811775803566 5958 0.0722431987524033 7101 107228 58642 1541298
1 26787 65395 3419394 912226 1579 0.243909776210785 0.405869662761688 4543 0.0583937987685204 6329 781603 699394 4809659
1 70274 33300 42151 899204 353 0.0815772414207458 0.0957068651914597 5341 0.199941009283066 11557 127908 71698 5329163
1 10355 56323 209917 163333 3345 0.431691557168961 0.238971993327141 6604 0.196207076311111 6755 445664 218860 1965081
1 49507 241265 2542015 254312 2594 0.145905941724777 0.159343168139458 2634 0.0850257202982903 3885 231024 158552 879076
1 40833 101014 1408833 6932283 4367 0.229528874158859 0.158785492181778 9463 0.0611973367631435 27388 288477 195035 1805765
1 201347 70125 6624858 244281 682 0.136747911572456 0.165589556097984 6499 0.144790500402451 36578 229544 275587 5253885
1 29535 23587 183536 1990483 5888 0.274689346551895 0.294342279434204 7124 0.071867473423481 11368 28326 35972 4046293
1 68508 251625 3474320 535468 6369 0.139586076140404 0.0940540209412575 8481 0.228931352496147 16523 232373 92907 5986173
1 28152 30652 2331645 46908 4089 0.271635860204697 0.105235122144222 4775 0.339817702770233 13735 32494 51825 4364719
1 26436 6484302 294187 530063 814 0.0643582791090012 0.218196734786034 6757 0.0512708052992821 8195 99324 52530 2247544
1 106816 218205 466754 1521659 2140 0.390132695436478 0.0620671808719635 8315 0.0591113641858101 17242 1013531 666188 9054842
1 101428 116507 32761 2554783 315 0.133345663547516 0.11363473534584 4606 0.154446199536324 5961 96313 85072 7112630
1 472212 349663 1569634 2709953 1235 0.0879596322774887 0.451986610889435 1820 0.300568521022797 26513 482736 314613 2815385
1 17131 1494298 50053 797690 4459 0.180907040834427 0.0810656175017357 4934 0.434264242649078 12497 17570 22452 1940308
1 20182 1619298 32395 377675 621 0.0812329202890396 0.222322776913643 3510 0.240974619984627 11649 44225 35188 689283
1 171948 39641 627503 155373 4579 0.0587212778627872 0.273545235395432 5195 0.396330893039703 6137 946307 276447 9842562
1 25936 119138 1247174 5487819 9276 0.129918426275253 0.454395413398743 9744 0.0961061716079712 10177 10531 16033 658969
1 276633 8020984 716018 4544392 1275 0.108837008476257 0.229641944169998 2776 0.316978991031647 19446 257285 211776 4155273
1 108787 24159 3514766 4552355 6338 0.187636464834213 0.320320904254913 8046 0.118318736553192 8609 279069 301202 462502
1 49359 2053691 23716 2268779 1132 0.139692768454552 0.215609475970268 1323 0.384458065032959 3936 73004 99418 658688
1 18878 1083743 399747 6205312 332 0.297517746686935 0.484701961278915 1873 0.0556680113077164 34498 646416 532026 1603884
1 30717 638377 2184088 1461590 4927 0.396903842687607 0.37494108080864 5071 0.167583897709846 5919 289022 595476 6027844
1 90722 1419316 1930703 8923356 4124 0.0890804603695869 0.434641510248184 8852 0.11705394089222 30195 385141 151345 3685261
1 114893 1182520 3790076 936672 7127 0.168605074286461 0.436250776052475 7544 0.0986738130450249 42783 249040 317844 1347905
1 21542 4176780 97280 131098 4383 0.103255540132523 0.0749445632100105 4934 0.293760418891907 8637 50176 27064 563876
1 17368 276828 1233441 1959346 3841 0.458656638860703 0.300211369991302 9484 0.447382241487503 129504 185138 391257 2288001
1 33431 6641273 193934 9107946 4031 0.0868499800562859 0.147497907280922 7544 0.0647466331720352 15455 10455 21465 9116993
1 27431 29479 31502 7697328 831 0.148357942700386 0.123614519834518 2749 0.14354220032692 4406 28641 28100 167582
1 268872 38714 425918 171027 587 0.162993639707565 0.130477517843246 3250 0.160651043057442 3580 333664 266099 1500802
1 24833 3489789 9644135 43852 5857 0.285281896591187 0.0503259971737862 6307 0.433736383914948 21661 31885 67589 2406306
1 15737 37293 5702122 2325555 4299 0.175245702266693 0.201603353023529 6373 0.0527328550815582 7555 23340 37202 1364383
1 24962 341641 998001 176335 3775 0.391461342573166 0.224786251783371 7204 0.25525239109993 9610 122643 267640 506767
1 656302 8711511 174778 299272 3213 0.0879942923784256 0.12715907394886 8778 0.063791811466217 11716 476574 425780 5020357
1 87953 35676 351575 106886 1467 0.150168523192406 0.172445073723793 8966 0.326278299093246 8987 311930 127990 7351068
1 26228 42352 579078 2421522 3498 0.208450645208359 0.197781562805176 8008 0.442707896232605 11612 68357 92358 298248
1 46471 120784 6755620 81445 802 0.185871958732605 0.287194192409515 9309 0.381990492343903 26393 47446 79893 570816
1 13089 104945 9985209 851822 3761 0.126037389039993 0.381008625030518 5915 0.098057322204113 12752 44645 35491 7491512
1 289270 622958 812955 2428311 1166 0.313182860612869 0.117336735129356 3997 0.493592292070389 7427 341937 516820 4143967
1 50817 223069 512058 2081376 3200 0.0858795717358589 0.0560687743127346 3714 0.0596274547278881 10447 306115 116111 1592286
1 127774 938256 260336 9090013 1456 0.130189538002014 0.293591976165771 5178 0.352573871612549 45683 62048 124167 1600847
1 11222 57727 512626 6617821 9218 0.48960155248642 0.395808458328247 9906 0.0720045641064644 18424 23956 33182 1451438
1 84472 7847487 77524 22253 269 0.0616461187601089 0.19911715388298 2306 0.385502964258194 5666 270648 171672 2662677
1 334310 1118602 395982 48659 993 0.281435966491699 0.365815281867981 5223 0.269094169139862 9114 326373 414739 3983333
1 82567 7569641 48162 9429455 4898 0.179446399211884 0.0963928997516632 5839 0.0897802636027336 44418 244120 207191 7452312
1 91090 2877049 468151 1415118 4909 0.199933990836143 0.053625077009201 8547 0.0599102340638638 47612 755507 322042 4351827
1 68681 127189 48805 1003691 3711 0.0532245859503746 0.457886278629303 6174 0.419663816690445 14246 34899 61155 640772
1 12553 1159067 1143771 1783927 4947 0.437571465969086 0.200724363327026 6421 0.195404842495918 27360 74640 166804 1718931
1 23495 12854 270237 30247 2542 0.330276489257812 0.351835370063782 2559 0.144888088107109 3802 179266 87222 1068675
1 102349 3764543 3867713 3869523 5218 0.25854566693306 0.0973387286067009 6041 0.174968302249908 45712 244924 335419 1272682
1 35940 262687 86312 5205550 1502 0.143964886665344 0.280260503292084 6909 0.316208273172379 68562 50240 87798 1701356
1 18521 43201 107127 276266 2395 0.206373378634453 0.0680737271904945 7360 0.249979928135872 16250 18023 25044 4024412
1 25727 96568 149100 124644 4235 0.118730783462524 0.223861381411552 7320 0.156135246157646 26531 52777 55523 640466
1 30333 406737 506014 322232 4534 0.2938332259655 0.0705173835158348 5038 0.178831353783607 13845 16985 29685 678492
1 58027 43353 93083 38144 1727 0.267154693603516 0.352909743785858 5316 0.0963906720280647 6298 381761 292986 1846678
1 40822 285408 259158 4023335 3351 0.0675734803080559 0.126664981245995 3874 0.0620899051427841 4881 36007 30529 285213
1 38184 198126 5314391 1522048 981 0.436445415019989 0.393070161342621 2982 0.345391601324081 6565 106546 124793 8730416
1 403714 82727 41623 592134 1168 0.0649460181593895 0.294875741004944 1446 0.151778131723404 29187 942241 470488 2097993
1 21175 343957 911543 51031 4122 0.148510619997978 0.0555122569203377 5126 0.0543532818555832 7124 61668 51972 356835
1 51117 44220 9008702 416758 1779 0.107851900160313 0.0729168951511383 2115 0.343428403139114 8896 13968 24835 612349
1 32664 80523 746895 315290 385 0.0789905935525894 0.331964612007141 8358 0.0795819833874702 15461 74887 78709 5862755
1 28077 25161 5555500 192707 6378 0.0699725523591042 0.0836845859885216 7407 0.0942432284355164 9300 75518 56597 2441034
1 74485 3250597 62204 602129 4079 0.147566944360733 0.0571098774671555 5940 0.0858313217759132 32326 318009 225643 4466663
1 17137 16239 1123995 3043349 2077 0.120404414832592 0.492728710174561 3965 0.165424197912216 10310 15825 21909 2718482
1 125882 254358 1595465 205162 666 0.128758892416954 0.0956703573465347 5117 0.141308128833771 27218 293086 299380 722914
1 74903 6601643 250354 173494 1168 0.0615384615957737 0.253269761800766 2024 0.126552432775497 16040 397117 180282 5857726
1 12508 1399385 76646 162579 4941 0.186240881681442 0.42608904838562 6827 0.0604374893009663 13260 35030 31261 7271687
1 33611 3444665 265362 1042858 2491 0.478182137012482 0.0546916164457798 4766 0.338502794504166 10466 213296 276042 1010361
1 19367 204295 47813 379249 4757 0.0535925254225731 0.0918883681297302 9537 0.0866849049925804 10125 10280 18265 2971358
1 35682 763252 979879 20585 2028 0.0968749150633812 0.257659763097763 4026 0.148843750357628 7187 60536 43573 398870
1 13404 2710753 3408979 116653 351 0.303912878036499 0.336106300354004 7186 0.175246134400368 8742 150083 207283 8018819
1 125928 2912737 2125248 2423489 4248 0.372370570898056 0.207703158259392 6859 0.298706352710724 86365 442524 428550 4272660
1 207125 23655 4145291 6947869 618 0.092761717736721 0.0898070335388184 2570 0.365719497203827 6072 93994 92265 7555347
1 55959 126166 76742 1991177 1022 0.124902844429016 0.213721752166748 2083 0.334152430295944 5008 203945 95039 513815
1 116410 5096347 7577961 346320 3769 0.302254259586334 0.270849078893661 7396 0.365130722522736 54554 173163 389456 3825052
1 339183 2358723 108334 3599661 374 0.0579761080443859 0.0619509071111679 5383 0.367063850164413 29480 258098 332262 2746443
1 139552 4450608 495859 1921648 4529 0.139313250780106 0.497277438640594 8492 0.0593002028763294 74070 116930 138417 3729474
1 79564 105571 744726 3021749 393 0.213512480258942 0.139086380600929 3154 0.205334857106209 4632 659249 364786 7362373
1 33267 106247 7242190 1105068 242 0.0606558658182621 0.0973459854722023 3349 0.282163679599762 7629 216687 78563 1976650
1 52218 9627840 8661327 504642 2614 0.0894775986671448 0.149802789092064 2750 0.133552461862564 7853 256227 118302 4339173
1 49183 69711 7241506 8981653 5399 0.0595677718520164 0.342878937721252 5734 0.19082435965538 7631 30297 24199 3696305
1 99248 9725354 561679 1891355 2202 0.212911933660507 0.157492280006409 4877 0.0514243543148041 98715 673653 287081 7990364
1 51778 198854 2550500 116127 3075 0.237866759300232 0.135043442249298 4554 0.351963371038437 9416 99598 82453 417656
1 95847 277493 796597 2630904 939 0.0764427185058594 0.117314234375954 3470 0.0693575814366341 11796 481242 260757 2001002
1 14513 317905 722299 1673313 491 0.483031302690506 0.126368314027786 6614 0.223542183637619 29411 30613 97487 3831594
1 12756 6972678 111466 27574 1514 0.412521123886108 0.479795038700104 2193 0.13253590464592 6434 219010 497415 6922838
1 20702 674767 748332 2452763 3007 0.259709179401398 0.14419262111187 5687 0.0599189177155495 28429 923334 406315 6786939
1 18368 84348 9275869 94351 799 0.189779028296471 0.211505994200706 3060 0.0939132869243622 6903 206662 54615 1390451
1 66996 7495133 28992 51736 692 0.245660170912743 0.0589390061795712 1690 0.213386997580528 3294 725139 287543 5374835
1 11496 516748 9755741 82093 250 0.154708117246628 0.053571492433548 770 0.0622368939220905 916 22275 12728 7523167
1 93303 7047982 424892 4426715 1938 0.0704570859670639 0.239844188094139 9708 0.165118932723999 47054 71397 80114 2523083
1 56402 81293 58823 402597 174 0.112529121339321 0.155553266406059 604 0.118457816541195 22703 251128 119103 557912
1 96179 78093 1240018 86548 1776 0.43995612859726 0.138163223862648 8517 0.067493237555027 15673 129358 243541 6304500
1 16081 54615 48505 315989 2638 0.100279115140438 0.371964663267136 3387 0.30574643611908 16960 15837 31234 1622826
1 10690 294606 1550509 390752 819 0.297397345304489 0.163280352950096 4703 0.290505945682526 22430 421517 166258 5806411
1 25929 47138 331763 1011134 5394 0.10919377207756 0.147456645965576 6339 0.0550289414823055 10063 126928 66061 4289580
1 12719 8299608 4828892 139629 8367 0.413411974906921 0.14221128821373 9499 0.111957363784313 13718 536926 344029 3742270
1 80657 77775 180502 300107 3189 0.178956568241119 0.0762264207005501 7822 0.122173011302948 15204 235306 199085 409940
1 20922 73181 1349415 8547251 6462 0.473664402961731 0.381251245737076 8061 0.124430470168591 25697 15127 58539 9222653
1 144736 178365 26524 611272 2258 0.171761021018028 0.279269188642502 2841 0.255951076745987 20757 1002989 351037 7940711
1 246038 184369 324041 3448390 464 0.104099877178669 0.140124306082726 8314 0.190317705273628 111597 230423 330313 3357016
1 49552 103205 158898 7086491 161 0.0872295498847961 0.0903292447328568 2381 0.157573908567429 17994 88052 110244 1737101
1 50271 1859518 120916 9855473 2622 0.05116868019104 0.139644414186478 4622 0.337923735380173 11356 71019 42592 6531199
1 127862 50698 156301 6035489 375 0.0589379891753197 0.251662045717239 2599 0.0783037692308426 3176 430084 192283 901117
1 84178 544888 61626 12186 1594 0.0804458335042 0.177339613437653 2438 0.0652427896857262 5513 214217 113624 3323917
1 93525 126258 280290 22551 2106 0.123206533491611 0.233541592955589 2643 0.147965684533119 8332 269072 111091 2967497
1 256497 72123 688459 108828 832 0.0523596480488777 0.105377584695816 7770 0.072765052318573 25751 515388 231858 2448662
1 163976 2932403 296624 7382621 1470 0.225517690181732 0.243017986416817 3147 0.106435112655163 335860 38750 389982 6266017
1 22205 9624986 1855768 3487782 1985 0.0834488272666931 0.373406529426575 3557 0.0871840938925743 13468 17798 21554 524769
1 10817 26734 682334 101088 1613 0.377716481685638 0.121748946607113 1800 0.0549475327134132 3278 69260 62444 114643
1 207958 9212008 127928 247318 6989 0.0835943892598152 0.436918705701828 7438 0.109110288321972 8909 145262 165408 820395
1 146259 691556 1196226 1226211 1207 0.0700910612940788 0.0981453433632851 4330 0.400237768888474 35222 40792 64901 5910576
1 11316 1911613 2537491 3019587 733 0.320110559463501 0.406705379486084 6281 0.436477869749069 40750 61279 112669 1048990
1 31313 200586 146117 289548 3371 0.141557529568672 0.489634275436401 7333 0.0625806972384453 23918 128713 79372 612120
1 66595 541758 362548 773236 902 0.164249151945114 0.120747305452824 4287 0.0976051241159439 34666 119606 104576 920774
1 178506 6864524 9643246 545166 5382 0.0544805414974689 0.0825724080204964 7413 0.492158234119415 11692 315946 136815 8084621
1 203453 2198957 3121770 3769463 4341 0.115079298615456 0.339456737041473 6057 0.0528470762073994 7141 339743 436616 3150592
1 49824 9908415 2393201 2456017 2883 0.421342998743057 0.061895452439785 5054 0.083648219704628 48203 282821 390876 2119919
1 39495 1036438 2107657 1385480 417 0.26530447602272 0.122709810733795 5775 0.0572655834257603 104684 405132 399336 3111552
1 18963 700292 114787 1037993 886 0.442809253931046 0.123090393841267 5832 0.17987322807312 26829 115209 123490 1794897
1 31427 13415 22837 7559471 792 0.269562035799026 0.270343393087387 3725 0.316543728113174 4266 54320 100264 529644
1 34862 397761 130091 912435 1824 0.183782190084457 0.0577033460140228 2130 0.29138058423996 4282 24145 44004 4165333
1 114263 463020 3990811 1090639 4185 0.0654164925217628 0.189938440918922 6066 0.0532871559262276 35388 679751 303284 2214599
1 89727 7364885 106961 2562922 1640 0.160058483481407 0.110994383692741 2467 0.072071447968483 10137 275291 130824 4453176
1 15742 2549385 93428 2651287 3654 0.106194034218788 0.0508409142494202 3676 0.262722462415695 6293 12810 11853 1049650
1 55724 4038325 51841 73621 1476 0.0956102684140205 0.129293859004974 3034 0.245268106460571 4710 240481 84887 2548755
1 236337 412246 263960 5026468 4947 0.0525881350040436 0.103825263679028 7657 0.2467430382967 127824 753995 432422 2725561
1 149805 13104 4603648 25014 441 0.204680666327477 0.267875373363495 895 0.395803660154343 5386 125687 210496 1441449
1 718306 142320 104227 268767 335 0.0982868298888206 0.180499672889709 1692 0.0520708970725536 5534 525763 606688 3634946
1 31504 159833 178335 3537967 870 0.0571813881397247 0.435859858989716 6892 0.104306258261204 9177 18993 19282 447722
1 138481 431246 7686611 8522918 6577 0.301543235778809 0.0624803602695465 6753 0.276886612176895 218749 549862 690961 7748213
1 19508 396837 325309 2572708 402 0.209986016154289 0.463280856609344 3660 0.11316379904747 5464 59440 77915 289187
1 133210 125635 4420249 708913 315 0.0873848274350166 0.22216272354126 1120 0.352364599704742 1892 752140 253636 9813825
1 12934 108427 2748004 506315 8335 0.287358939647675 0.0657760873436928 8735 0.0645529851317406 16500 80551 41969 981419
1 67388 517828 5598640 353550 1798 0.499183237552643 0.338309437036514 9303 0.140751630067825 17427 417475 539264 3581285
1 34562 1601408 1175621 174699 4358 0.267083823680878 0.34210541844368 5307 0.0621230714023113 26164 594066 265387 5550311
1 476510 4066612 38232 5828482 3263 0.125269696116447 0.0547135770320892 3899 0.105052173137665 79482 869848 603738 6028710
1 140759 27529 79640 140157 1861 0.23262944817543 0.0594162829220295 3798 0.0689042955636978 9141 839213 356154 2397121
1 11853 1056167 36341 184559 293 0.135937467217445 0.065857321023941 2501 0.389055669307709 12381 17132 16978 2711039
1 76661 2368744 194229 162829 1789 0.238802373409271 0.0726426243782043 2668 0.284402906894684 5050 773414 291445 9806580
1 32639 421822 1232859 70865 3955 0.318977743387222 0.0718535110354424 7846 0.267652124166489 37347 50914 118128 1731330
1 248504 702315 3180669 431177 6031 0.0656387135386467 0.471890211105347 6721 0.221564143896103 17771 94440 113740 2266383
1 20354 893222 513686 638433 1438 0.288314551115036 0.312399923801422 7164 0.25675493478775 57016 66439 162193 4952561
1 27647 134157 1258687 35041 6572 0.330766797065735 0.0506329536437988 7213 0.143256992101669 10119 317080 337714 1274448
1 56913 1800217 515655 1810131 1938 0.0647139027714729 0.0878218486905098 3539 0.0777313187718391 25760 73063 63649 563589
1 80827 22140 294950 6723301 3321 0.255008608102798 0.121474377810955 3898 0.420071810483932 4375 201841 369667 230656
1 109935 22637 201942 65869 1183 0.128557145595551 0.0600136183202267 1269 0.157703429460526 9738 421118 206848 3592412
1 36321 370354 1618958 2388629 1866 0.215769112110138 0.217573225498199 4596 0.11289481818676 74645 349528 195792 6707803
1 11678 556255 8632621 366722 6062 0.223249465227127 0.174732595682144 9427 0.148908153176308 38123 11983 42371 2258900
1 47798 223694 1136999 593438 5708 0.319257199764252 0.131999969482422 7274 0.0560506470501423 12316 356418 155766 4569308
1 204240 106511 878004 769376 3056 0.207005187869072 0.13948005437851 7927 0.11196531355381 14682 761342 677527 946198
1 30462 2419653 602164 13284 788 0.052530363202095 0.398924618959427 801 0.478910207748413 4070 43458 48517 255724
1 127530 2907632 894516 753074 2861 0.194276586174965 0.271564990282059 7714 0.185811296105385 30336 71124 157705 6575839
1 41008 3534293 380463 89196 4575 0.283138930797577 0.140211850404739 8578 0.0724124759435654 39345 27395 81643 2160763
